customer_id,item_id,item_type,title_or_name,category,action,timestamp
C025,CT029,content,Family Secrets - 17,Drama,like,2024-06-13
C025,CT103,content,Smartphone War - 40,Tech Review,like,2024-02-13
C025,CT111,content,Funny Fails - 1,Comedy,like,2024-02-13
C025,P107,product,Denim Jacket Max,Fashion,purchase,2024-05-05
C025,P105,product,Drone Lite,Electronics,purchase,2024-06-13
C025,CT053,content,Medical Ward - 71,Drama,watch_later,2024-01-09
C025,CT086,content,Medical Ward - 11,Drama,view,2024-06-20
C025,P005,product,Gaming Console Series X,Entertainment,view,2024-04-15
C025,P064,product,Winter Coat Series X,Fashion,purchase,2024-02-29
C025,P085,product,Smart Bulb Lite,Home,view,2024-01-03
C025,P088,product,Designer Sunglasses Pro,Fashion,cart,2024-04-05
C025,P010,product,Robot Vacuum Lite,Home,purchase,2024-06-19
C025,CT198,content,The Last Stand - 53,Action,like,2024-06-17
C026,P119,product,VR Headset Max,Electronics,purchase,2024-05-21
C026,CT071,content,Crypto Heist - 67,Action,view,2024-05-15
C026,CT052,content,Coding 101 - 85,Tech Review,watch_later,2024-03-14
C026,P066,product,Air Purifier Ultra,Home,purchase,2024-06-21
C026,CT061,content,Deep Ocean - 23,Documentary,view,2024-01-28
C026,CT011,content,Sitcom Life - 54,Comedy,watch_later,2024-02-08
C026,P026,product,Designer Sunglasses Pro,Fashion,purchase,2024-05-14
C026,P056,product,Bluetooth Speaker Eco,Entertainment,cart,2024-03-09
C026,CT147,content,Speed Run - 57,Action,view,2024-04-05
C026,CT089,content,Cyber Soul - 74,Sci-Fi,like,2024-05-24
C026,P006,product,Standing Desk Ultra,Home,purchase,2024-02-27
C026,P059,product,Mechanical Keyboard 2025 Edition,Electronics,view,2024-06-16
C026,CT112,content,Space Race - 20,Documentary,watch_later,2024-01-09
C026,P092,product,Portable Projector Ultra,Entertainment,cart,2024-04-06
C026,CT107,content,Space Race - 62,Documentary,view,2024-06-12
C026,P044,product,Portable Projector Eco,Entertainment,view,2024-01-22
C026,CT018,content,Smartphone War - 60,Tech Review,like,2024-06-14
C026,CT056,content,Funny Fails - 33,Comedy,watch_later,2024-01-25
C026,CT003,content,Future of AI - 21,Tech Review,view,2024-02-28
C026,P043,product,Portable Projector Series X,Entertainment,purchase,2024-05-25
C027,P066,product,Air Purifier Ultra,Home,view,2024-06-24
C027,CT008,content,Nature Unbound - 18,Documentary,watch_later,2024-05-24
C027,CT098,content,Sitcom Life - 53,Comedy,view,2024-03-21
C027,P052,product,Gaming Console Pro,Entertainment,view,2024-05-30
C027,P058,product,Portable Projector Ultra,Entertainment,purchase,2024-04-11
C027,CT124,content,Coding 101 - 81,Tech Review,like,2024-02-11
C027,CT157,content,Future of AI - 82,Tech Review,watch_later,2024-04-09
C027,CT156,content,Speed Run - 87,Action,watch_later,2024-03-25
C027,P115,product,Running Shoes Pro,Fashion,purchase,2024-02-05
C027,CT128,content,Future of AI - 22,Tech Review,watch_later,2024-01-21
C027,CT169,content,Coding 101 - 8,Tech Review,like,2024-01-14
C027,P108,product,Portable Projector Series X,Entertainment,view,2024-01-20
C027,P040,product,Winter Coat Ultra,Fashion,purchase,2024-06-01
C027,P086,product,Running Shoes Lite,Fashion,cart,2024-01-08
C027,CT165,content,Future of AI - 84,Tech Review,like,2024-05-05
C027,P043,product,Portable Projector Series X,Entertainment,purchase,2024-04-06
C027,CT150,content,Cyber Soul - 68,Sci-Fi,watch_later,2024-05-29
C027,CT080,content,Nature Unbound - 88,Documentary,view,2024-06-07
C027,P030,product,Mechanical Keyboard Lite,Electronics,view,2024-01-19
C027,P042,product,Smart Bulb Series X,Home,view,2024-04-07
C028,P114,product,Smart Backpack Ultra,Fashion,cart,2024-03-22
C028,P031,product,4K Monitor Eco,Electronics,view,2024-01-02
C028,CT146,content,AI Uprising - 81,Sci-Fi,like,2024-04-02
C028,CT102,content,Latest GPU Test - 4,Tech Review,view,2024-02-03
C028,P005,product,Gaming Console Series X,Entertainment,cart,2024-04-24
C028,CT115,content,Star Warp - 30,Sci-Fi,watch_later,2024-04-14
C028,P095,product,Bluetooth Speaker Lite,Entertainment,view,2024-03-31
C028,CT157,content,Future of AI - 82,Tech Review,watch_later,2024-06-02
C028,CT092,content,Medical Ward - 12,Drama,like,2024-01-04
C028,P071,product,Robot Vacuum Lite,Home,cart,2024-01-22
C028,CT073,content,Courtroom Justice - 73,Drama,watch_later,2024-03-03
C028,CT118,content,Future of AI - 5,Tech Review,view,2024-06-24
C028,P085,product,Smart Bulb Lite,Home,view,2024-03-09
C028,P038,product,Coffee Maker Series X,Home,cart,2024-02-07
C028,P039,product,Denim Jacket Pro,Fashion,cart,2024-03-11
C028,CT014,content,Speed Run - 97,Action,like,2024-01-20
C028,P030,product,Mechanical Keyboard Lite,Electronics,view,2024-06-09
C028,CT129,content,Latest GPU Test - 6,Tech Review,watch_later,2024-02-20
C028,CT122,content,Funny Fails - 80,Comedy,view,2024-03-18
C028,P113,product,Smart Bulb Eco,Home,cart,2024-03-26
C028,CT091,content,Coding 101 - 24,Tech Review,like,2024-03-25
C028,CT146,content,AI Uprising - 81,Sci-Fi,like,2024-06-15
C028,CT041,content,Star Warp - 60,Sci-Fi,view,2024-03-17
C028,P113,product,Smart Bulb Eco,Home,purchase,2024-02-21
C028,CT076,content,Crypto Heist - 23,Action,view,2024-04-11
C029,P077,product,Standing Desk Ultra,Home,purchase,2024-06-11
C029,CT061,content,Deep Ocean - 23,Documentary,watch_later,2024-03-03
C029,P089,product,Coffee Maker Eco,Home,cart,2024-04-10
C029,P105,product,Drone Lite,Electronics,purchase,2024-02-21
C029,CT092,content,Medical Ward - 12,Drama,watch_later,2024-02-16
C029,CT062,content,History of Tech - 36,Documentary,watch_later,2024-01-07
C029,CT106,content,Future of AI - 92,Tech Review,like,2024-02-23
C029,CT053,content,Medical Ward - 71,Drama,like,2024-06-26
C029,P091,product,Gaming Mouse Eco,Electronics,cart,2024-06-21
C029,CT009,content,Star Warp - 89,Sci-Fi,watch_later,2024-03-18
C029,P110,product,Bluetooth Speaker Max,Entertainment,purchase,2024-02-09
C029,CT069,content,Smartphone War - 20,Tech Review,like,2024-01-19
C029,CT055,content,Courtroom Justice - 90,Drama,watch_later,2024-05-02
C029,CT090,content,Battlefield Earth - 67,Action,watch_later,2024-05-09
C029,CT163,content,Crypto Heist - 50,Action,watch_later,2024-04-17
C030,P062,product,Running Shoes Series X,Fashion,cart,2024-06-28
C030,CT176,content,Cyber Soul - 23,Sci-Fi,watch_later,2024-06-01
C030,CT176,content,Cyber Soul - 23,Sci-Fi,view,2024-01-28
C030,CT198,content,The Last Stand - 53,Action,watch_later,2024-06-19
C030,P064,product,Winter Coat Series X,Fashion,purchase,2024-06-05
C030,P120,product,Gaming Console Series X,Entertainment,purchase,2024-06-22
C030,CT008,content,Nature Unbound - 18,Documentary,like,2024-04-20
C030,P096,product,Air Purifier 2025 Edition,Home,view,2024-03-07
C030,P110,product,Bluetooth Speaker Max,Entertainment,purchase,2024-05-12
C030,CT170,content,Standup Special - 16,Comedy,watch_later,2024-05-27
C030,P055,product,Gaming Console Ultra,Entertainment,cart,2024-04-10
C030,CT008,content,Nature Unbound - 18,Documentary,watch_later,2024-05-30
C030,CT048,content,AI Uprising - 93,Sci-Fi,view,2024-03-29
C030,CT180,content,Latest GPU Test - 96,Tech Review,like,2024-01-27
C030,P073,product,Standing Desk Eco,Home,view,2024-01-30
C030,CT011,content,Sitcom Life - 54,Comedy,watch_later,2024-02-06
C030,P020,product,Winter Coat Max,Fashion,cart,2024-04-26
C030,CT107,content,Space Race - 62,Documentary,watch_later,2024-05-03
C030,P054,product,Designer Sunglasses Max,Fashion,view,2024-04-22
C030,CT139,content,Space Race - 89,Documentary,like,2024-03-22
C030,P024,product,Drone 2025 Edition,Electronics,view,2024-01-30
C030,P084,product,Designer Sunglasses Ultra,Fashion,cart,2024-06-14
C031,CT023,content,Cyber Soul - 44,Sci-Fi,view,2024-03-03
C031,CT008,content,Nature Unbound - 18,Documentary,watch_later,2024-02-10
C031,P099,product,Smart Bulb Pro,Home,cart,2024-04-28
C031,P037,product,Smart Backpack Max,Fashion,cart,2024-06-10
C031,P073,product,Standing Desk Eco,Home,purchase,2024-06-17
C031,CT172,content,Latest GPU Test - 43,Tech Review,view,2024-06-06
C031,CT139,content,Space Race - 89,Documentary,like,2024-05-31
C031,CT028,content,Crypto Heist - 3,Action,view,2024-06-29
C032,P106,product,Bluetooth Speaker Max,Entertainment,purchase,2024-01-17
C032,CT067,content,Nature Unbound - 9,Documentary,watch_later,2024-02-17
C032,P031,product,4K Monitor Eco,Electronics,view,2024-04-27
C032,P088,product,Designer Sunglasses Pro,Fashion,purchase,2024-05-05
C032,CT096,content,Sitcom Life - 12,Comedy,watch_later,2024-03-21
C032,CT012,content,Battlefield Earth - 50,Action,watch_later,2024-04-10
C032,CT138,content,The CEO - 57,Drama,like,2024-03-31
C032,CT136,content,Deep Ocean - 86,Documentary,watch_later,2024-02-14
C032,CT088,content,Nature Unbound - 12,Documentary,watch_later,2024-03-17
C032,CT048,content,AI Uprising - 93,Sci-Fi,watch_later,2024-01-22
C032,CT094,content,History of Tech - 43,Documentary,like,2024-01-31
C033,P038,product,Coffee Maker Series X,Home,view,2024-04-05
C033,CT173,content,AI Uprising - 9,Sci-Fi,watch_later,2024-04-09
C033,CT002,content,Future of AI - 79,Tech Review,view,2024-05-27
C033,P113,product,Smart Bulb Eco,Home,view,2024-05-04
C033,CT055,content,Courtroom Justice - 90,Drama,watch_later,2024-06-14
C033,CT198,content,The Last Stand - 53,Action,view,2024-05-22
C033,P077,product,Standing Desk Ultra,Home,cart,2024-02-05
C033,P093,product,Bluetooth Speaker Lite,Entertainment,cart,2024-06-07
C033,P052,product,Gaming Console Pro,Entertainment,cart,2024-01-03
C033,CT052,content,Coding 101 - 85,Tech Review,view,2024-04-08
C033,CT181,content,Battlefield Earth - 47,Action,watch_later,2024-06-16
C033,CT146,content,AI Uprising - 81,Sci-Fi,watch_later,2024-05-05
C034,CT142,content,Funny Fails - 90,Comedy,like,2024-05-05
C034,P083,product,Winter Coat Pro,Fashion,purchase,2024-01-08
C034,CT142,content,Funny Fails - 90,Comedy,view,2024-03-15
C034,P014,product,Smart Watch Eco,Electronics,view,2024-05-17
C034,P059,product,Mechanical Keyboard 2025 Edition,Electronics,cart,2024-05-24
C034,CT138,content,The CEO - 57,Drama,like,2024-05-20
C034,CT031,content,Coding 101 - 22,Tech Review,watch_later,2024-01-30
C034,P104,product,Standing Desk Lite,Home,purchase,2024-04-03
C034,CT118,content,Future of AI - 5,Tech Review,view,2024-04-22
C034,CT194,content,Funny Fails - 48,Comedy,like,2024-01-27
C034,CT124,content,Coding 101 - 81,Tech Review,watch_later,2024-03-04
C034,P033,product,Wireless Earbuds 2025 Edition,Electronics,view,2024-04-25
C034,P072,product,Smart Backpack Lite,Fashion,view,2024-04-22
C034,CT006,content,Star Warp - 10,Sci-Fi,view,2024-03-01
C034,P078,product,Smart Backpack Series X,Fashion,purchase,2024-05-30
C034,CT113,content,Funny Fails - 43,Comedy,watch_later,2024-06-05
C034,CT132,content,Family Secrets - 22,Drama,view,2024-06-06
C034,P069,product,Wireless Earbuds Max,Electronics,view,2024-02-22
C035,CT192,content,Cyber Soul - 59,Sci-Fi,watch_later,2024-03-12
C035,CT133,content,Star Warp - 80,Sci-Fi,view,2024-03-23
C035,CT171,content,Standup Special - 83,Comedy,like,2024-03-15
C035,CT088,content,Nature Unbound - 12,Documentary,watch_later,2024-06-22
C035,CT047,content,Nature Unbound - 67,Documentary,view,2024-04-15
C035,CT041,content,Star Warp - 60,Sci-Fi,like,2024-06-16
C036,CT122,content,Funny Fails - 80,Comedy,view,2024-03-04
C036,P053,product,Wireless Earbuds Eco,Electronics,cart,2024-03-04
C036,CT086,content,Medical Ward - 11,Drama,watch_later,2024-04-10
C036,CT078,content,Sitcom Life - 38,Comedy,watch_later,2024-06-10
C036,P007,product,Drone Ultra,Electronics,cart,2024-04-06
C036,CT127,content,Future of AI - 13,Tech Review,watch_later,2024-01-24
C036,CT034,content,Future of AI - 92,Tech Review,watch_later,2024-03-12
C036,CT029,content,Family Secrets - 17,Drama,like,2024-04-26
C036,CT106,content,Future of AI - 92,Tech Review,like,2024-05-28
C037,CT074,content,The CEO - 98,Drama,watch_later,2024-01-24
C037,CT013,content,Medical Ward - 62,Drama,like,2024-06-11
C037,CT136,content,Deep Ocean - 86,Documentary,like,2024-01-17
C037,CT177,content,Crypto Heist - 2,Action,like,2024-02-25
C037,CT162,content,Battlefield Earth - 15,Action,view,2024-05-06
C038,P008,product,VR Headset Ultra,Electronics,cart,2024-03-27
C038,CT005,content,Star Warp - 81,Sci-Fi,view,2024-05-24
C038,CT181,content,Battlefield Earth - 47,Action,like,2024-06-23
C038,CT081,content,AI Uprising - 55,Sci-Fi,view,2024-01-26
C038,CT107,content,Space Race - 62,Documentary,like,2024-01-05
C038,P032,product,Running Shoes Ultra,Fashion,view,2024-04-22
C038,CT189,content,Medical Ward - 65,Drama,like,2024-02-21
C038,CT116,content,Funny Fails - 96,Comedy,view,2024-06-15
C038,P067,product,Robot Vacuum Lite,Home,cart,2024-01-24
C038,CT044,content,Funny Fails - 4,Comedy,like,2024-01-22
C038,P007,product,Drone Ultra,Electronics,purchase,2024-02-12
C038,P118,product,Running Shoes Eco,Fashion,purchase,2024-03-19
C038,CT113,content,Funny Fails - 43,Comedy,view,2024-04-19
C039,P074,product,Drone Eco,Electronics,view,2024-01-01
C039,P068,product,Coffee Maker Lite,Home,view,2024-02-03
C039,CT192,content,Cyber Soul - 59,Sci-Fi,watch_later,2024-06-23
C039,CT057,content,AI Uprising - 41,Sci-Fi,view,2024-06-27
C039,P098,product,Robot Vacuum Series X,Home,view,2024-04-18
C039,CT023,content,Cyber Soul - 44,Sci-Fi,like,2024-01-19
C039,P049,product,Smart Watch Ultra,Electronics,view,2024-01-27
C039,P037,product,Smart Backpack Max,Fashion,cart,2024-03-17
C039,P044,product,Portable Projector Eco,Entertainment,view,2024-06-13
C039,CT060,content,The CEO - 25,Drama,view,2024-01-18
C039,CT133,content,Star Warp - 80,Sci-Fi,view,2024-06-05
C039,CT144,content,Battlefield Earth - 37,Action,like,2024-03-30
C039,CT007,content,Smartphone War - 35,Tech Review,watch_later,2024-02-08
C039,CT054,content,Medical Ward - 96,Drama,watch_later,2024-06-24
C039,CT134,content,Future of AI - 75,Tech Review,view,2024-01-23
C039,CT063,content,Speed Run - 90,Action,view,2024-02-01
C039,CT169,content,Coding 101 - 8,Tech Review,like,2024-03-30
C039,CT124,content,Coding 101 - 81,Tech Review,like,2024-02-05
C039,P022,product,Designer Sunglasses Series X,Fashion,purchase,2024-01-22
C039,P095,product,Bluetooth Speaker Lite,Entertainment,purchase,2024-06-02
C039,CT186,content,Latest GPU Test - 11,Tech Review,like,2024-06-25
C039,P068,product,Coffee Maker Lite,Home,purchase,2024-03-18
C039,P054,product,Designer Sunglasses Max,Fashion,purchase,2024-05-10
C039,P030,product,Mechanical Keyboard Lite,Electronics,cart,2024-03-16
C039,CT166,content,Battlefield Earth - 36,Action,view,2024-05-06
C040,P002,product,Smart Bulb Pro,Home,cart,2024-06-12
C040,CT047,content,Nature Unbound - 67,Documentary,watch_later,2024-01-04
C040,CT003,content,Future of AI - 21,Tech Review,like,2024-02-03
C040,P006,product,Standing Desk Ultra,Home,purchase,2024-04-17
C040,P088,product,Designer Sunglasses Pro,Fashion,purchase,2024-02-14
C040,CT006,content,Star Warp - 10,Sci-Fi,view,2024-01-05
C040,CT141,content,Office Pranks - 31,Comedy,view,2024-03-08
C040,P006,product,Standing Desk Ultra,Home,view,2024-04-11
C040,CT174,content,Family Secrets - 30,Drama,watch_later,2024-05-08
C040,CT038,content,Deep Ocean - 2,Documentary,like,2024-06-28
C040,CT009,content,Star Warp - 89,Sci-Fi,watch_later,2024-05-17
C040,CT116,content,Funny Fails - 96,Comedy,view,2024-03-12
C040,P056,product,Bluetooth Speaker Eco,Entertainment,view,2024-05-10
C040,CT114,content,Medical Ward - 42,Drama,view,2024-05-17
C040,P034,product,VR Headset Series X,Electronics,purchase,2024-06-11
C040,CT165,content,Future of AI - 84,Tech Review,watch_later,2024-06-23
C040,CT092,content,Medical Ward - 12,Drama,like,2024-06-27
C041,CT187,content,Nature Unbound - 17,Documentary,view,2024-01-15
C041,P117,product,Designer Sunglasses Max,Fashion,cart,2024-01-30
C041,CT155,content,Funny Fails - 69,Comedy,watch_later,2024-01-15
C041,P050,product,Portable Projector Max,Entertainment,purchase,2024-06-17
C041,CT135,content,Star Warp - 82,Sci-Fi,view,2024-01-04
C041,CT005,content,Star Warp - 81,Sci-Fi,watch_later,2024-01-03
C041,P092,product,Portable Projector Ultra,Entertainment,cart,2024-05-13
C041,CT146,content,AI Uprising - 81,Sci-Fi,watch_later,2024-03-07
C041,P084,product,Designer Sunglasses Ultra,Fashion,view,2024-03-09
C041,CT015,content,Standup Special - 63,Comedy,view,2024-01-08
C041,P020,product,Winter Coat Max,Fashion,cart,2024-03-10
C041,CT058,content,Crypto Heist - 28,Action,like,2024-05-27
C041,CT122,content,Funny Fails - 80,Comedy,like,2024-04-26
C041,CT072,content,Sitcom Life - 39,Comedy,view,2024-05-07
C041,CT143,content,Space Race - 36,Documentary,view,2024-04-04
C041,P032,product,Running Shoes Ultra,Fashion,view,2024-05-26
C041,CT082,content,Crypto Heist - 35,Action,view,2024-02-28
C041,CT153,content,Standup Special - 97,Comedy,view,2024-01-12
C042,P085,product,Smart Bulb Lite,Home,cart,2024-04-03
C042,P023,product,Vinyl Player Series X,Entertainment,view,2024-02-15
C042,CT035,content,AI Uprising - 14,Sci-Fi,view,2024-05-21
C042,CT049,content,Standup Special - 89,Comedy,watch_later,2024-06-16
C042,CT182,content,Medical Ward - 65,Drama,like,2024-03-04
C043,CT162,content,Battlefield Earth - 15,Action,like,2024-03-10
C043,CT073,content,Courtroom Justice - 73,Drama,watch_later,2024-04-05
C043,P096,product,Air Purifier 2025 Edition,Home,purchase,2024-01-14
C043,P026,product,Designer Sunglasses Pro,Fashion,purchase,2024-01-12
C043,CT167,content,Crypto Heist - 57,Action,view,2024-04-29
C043,CT008,content,Nature Unbound - 18,Documentary,like,2024-03-24
C043,P009,product,Bluetooth Speaker Max,Entertainment,cart,2024-01-03
C043,P026,product,Designer Sunglasses Pro,Fashion,cart,2024-05-24
C043,CT140,content,Deep Ocean - 26,Documentary,watch_later,2024-06-08
C043,P114,product,Smart Backpack Ultra,Fashion,cart,2024-05-31
C043,CT050,content,Sitcom Life - 3,Comedy,view,2024-05-19
C043,CT186,content,Latest GPU Test - 11,Tech Review,view,2024-02-08
C043,P002,product,Smart Bulb Pro,Home,cart,2024-01-07
C043,P013,product,Smart Backpack Eco,Fashion,cart,2024-06-11
C043,CT133,content,Star Warp - 80,Sci-Fi,view,2024-03-26
C043,P011,product,Smart Bulb Series X,Home,purchase,2024-04-06
C043,CT147,content,Speed Run - 57,Action,watch_later,2024-03-19
C043,P039,product,Denim Jacket Pro,Fashion,purchase,2024-03-01
C044,CT004,content,Future of AI - 34,Tech Review,view,2024-02-06
C044,CT101,content,Deep Ocean - 57,Documentary,view,2024-01-12
C044,CT166,content,Battlefield Earth - 36,Action,watch_later,2024-04-15
C044,CT097,content,Deep Ocean - 15,Documentary,like,2024-04-27
C044,CT048,content,AI Uprising - 93,Sci-Fi,view,2024-05-28
C044,P089,product,Coffee Maker Eco,Home,view,2024-06-12
C044,CT119,content,Mars Colony - 57,Sci-Fi,view,2024-05-31
C044,CT161,content,Standup Special - 6,Comedy,like,2024-06-18
C044,CT178,content,Deep Ocean - 3,Documentary,view,2024-03-15
C044,P072,product,Smart Backpack Lite,Fashion,cart,2024-04-10
C044,CT191,content,Battlefield Earth - 58,Action,watch_later,2024-03-24
C044,P109,product,Gaming Console Lite,Entertainment,cart,2024-02-29
C044,P042,product,Smart Bulb Series X,Home,view,2024-02-04
C044,CT113,content,Funny Fails - 43,Comedy,watch_later,2024-01-28
C044,P109,product,Gaming Console Lite,Entertainment,view,2024-04-25
C044,CT066,content,Standup Special - 7,Comedy,like,2024-01-31
C044,CT003,content,Future of AI - 21,Tech Review,view,2024-04-25
C044,P107,product,Denim Jacket Max,Fashion,cart,2024-01-31
C045,P085,product,Smart Bulb Lite,Home,purchase,2024-03-18
C045,CT047,content,Nature Unbound - 67,Documentary,watch_later,2024-06-03
C045,P099,product,Smart Bulb Pro,Home,cart,2024-02-07
C045,P090,product,Smart Backpack Ultra,Fashion,view,2024-04-01
C045,P086,product,Running Shoes Lite,Fashion,view,2024-06-22
C045,P021,product,VR Headset Pro,Electronics,view,2024-01-08
C045,CT190,content,The CEO - 90,Drama,like,2024-05-22
